 TITLE = "SURFACE LOCATIONS AND CONTOURS"
 VARIABLES = "X", "Y", "Z", "Cp", "Cf", "Cfx", "Cfy", "Cfz"
DATASETAUXDATA Common.AngleOfAttack="3.0224"
DATASETAUXDATA Common.ReferenceMachNumber="  0.850"
DATASETAUXDATA Common.ReynoldsNumber="     5000000.0"
ZONE T="B0021-S6", I=   23, J=   23, K=1, F=POINT
  0.231268704341890       0.307370346348065       0.637207102334674     
  0.443818697614022       4.932738670997418E-003  1.741254777885862E-003
  4.346889087717964E-003  1.550644335081881E-003
  0.270022775341926       0.358296245253306       0.635290642784841     
  0.439001929223769       5.324299698636992E-003  1.657549707615408E-003
  4.815664508630582E-003  1.552440526398939E-003
  0.308834492466074       0.409178154396368       0.633154903895310     
  0.453945027356396       5.510478650050750E-003  1.770369548786493E-003
  5.049225282724166E-003  1.317759711667387E-003
  0.347684023940046       0.460031514112975       0.631009722432755     
  0.476598537125979       5.504148206502911E-003  2.142033561371209E-003
  4.989822122731185E-003  8.994525471702405E-004
  0.386551453475527       0.510871415655092       0.629071251974420     
  0.495732300551272       5.399601160468298E-003  2.721534195071222E-003
  4.650182655537842E-003  3.531934134771611E-004
  0.425417046602733       0.561712699781799       0.627561705021062     
  0.503612481507977       5.415128351767880E-003  3.471128958351965E-003
  4.147396259312450E-003 -2.719983250900874E-004
  0.464265603127407       0.612566637993314       0.626661005838378     
  0.497126370194564       5.679816632793582E-003  4.322360142663097E-003
  3.574970470955599E-003 -8.928078802696518E-004
  0.503100069058372       0.663430652034451       0.626360668101068     
  0.477258816650442       6.144541054067761E-003  5.189090999995748E-003
  2.971001801684753E-003 -1.414873723437266E-003
  0.541927394060338       0.714299181518025       0.626604186844575     
  0.446605379004313       6.695076410171104E-003  6.011476160778665E-003
  2.347320184902202E-003 -1.782215042010950E-003
  0.580752648267248       0.765167767463664       0.627335079760796     
  0.408500707975642       7.218662210997614E-003  6.724044609010401E-003
  1.747368887281979E-003 -1.960359707880690E-003
  0.619580044470249       0.816032580927837       0.628496013571640     
  0.367254565590272       7.639686350854275E-003  7.284894437056785E-003
  1.196149751720463E-003 -1.965794076658920E-003
  0.658414137042535       0.866889845330732       0.630028468973345     
  0.327932144691002       7.918795548228523E-003  7.667553140959378E-003
  7.339421345603474E-004 -1.837737932438909E-003
  0.697260800828266       0.917735232174093       0.631873125839726     
  0.295396300991106       8.041354851236750E-003  7.864451401118921E-003
  3.734207454443813E-004 -1.635343679420084E-003
  0.736125959654619       0.968564534552684       0.633971248918380     
  0.272965939931412       8.021195810703013E-003  7.894078569688358E-003
  1.282606253930806E-004 -1.416564499484711E-003
  0.775015420474974        1.01937368277473       0.636265277485217     
  0.262821241029075       7.901056772318230E-003  7.803988623471316E-003
 -2.320097199318199E-005 -1.234472113506259E-003
  0.813934672043288        1.07015881375153       0.638699338286891     
  0.262866226272419       7.717966598720474E-003  7.635303637922885E-003
 -1.091755883658736E-004 -1.121261551374792E-003
  0.852887496776801        1.12091725453775       0.641220007000792     
  0.273010120658259       7.563247712005569E-003  7.484392673021172E-003
 -1.488693186359320E-004 -1.079083034410853E-003
  6.683033134105671E-004  0.000000000000000E+000  0.637725534808968     
   1.06557851981187       2.348746931673351E-004  5.457806611441146E-005
  1.022532284295632E-004  2.042832187561972E-004
  3.857299143110984E-002  5.158299317833230E-002  0.640218282219638     
  0.909481261874906       1.640363143207240E-003  9.097175323802961E-004
  1.298081305982703E-003  4.221257821205455E-004
  7.667651905440910E-002  0.103016850715974       0.641535800475505     
  0.785158130986599       2.548058259747846E-003  1.380611159276703E-003
  2.026726475887709E-003  6.920213247333100E-004
  0.114957215741301       0.154319159199989       0.641823361526529     
  0.645034981248908       3.280059358815739E-003  1.687430654899180E-003
  2.626165920246703E-003  1.007283347224618E-003
  0.153390890793175       0.205505472660656       0.641249394305414     
  0.524397432564501       3.958181802497653E-003  1.849723185674226E-003
  3.202785390650973E-003  1.409926614911379E-003
  0.191953669085054       0.256592402878627       0.639987891380758     
  0.452842065177474       4.617796697809530E-003  1.827852507945403E-003
  3.793292559690052E-003  1.895767155559562E-003
  0.230621632347193       0.307598369757692       0.638217291719914     
  0.407537271120145       5.330594873298922E-003  1.639229612673395E-003
  4.462029226446751E-003  2.412149075515522E-003
  0.269372782371040       0.358540714809348       0.636114715782101     
  0.392267409134410       6.014645621067447E-003  1.378121098902832E-003
  5.145929178623904E-003  2.792159929583508E-003
  0.308185110952021       0.409436463258454       0.633863657989860     
  0.403251396613362       6.477388648516760E-003  1.261407699829788E-003
  5.680603743527967E-003  2.845374391492262E-003
  0.347037083043120       0.460302360670811       0.631653472503876     
  0.432010568334096       6.565054775688525E-003  1.438069376508218E-003
  5.889657658869591E-003  2.518696753771431E-003
  0.385907010096402       0.511154797951674       0.629680211580134     
  0.466249936093316       6.335643604729823E-003  1.907745699365478E-003
  5.741579945343266E-003  1.880198384197381E-003
  0.424773322490444       0.562009943348673       0.628146317939252     
  0.494928667368894       6.062513235748191E-003  2.618312991837302E-003
  5.368723647295740E-003  1.036971653115707E-003
  0.463619279564816       0.612880175108296       0.627215826095045     
  0.511275782001884       5.998651498306557E-003  3.480682582864866E-003
  4.884070121455053E-003  1.205305114346035E-004
  0.502447608152120       0.663763106971725       0.626878736055555     
  0.513775400772972       6.218327123093084E-003  4.406454223741090E-003
  4.324580267975850E-003 -7.407826197362938E-004
  0.541265566494824       0.714653051644303       0.627080590096501     
  0.503491089173444       6.674087763499462E-003  5.357049379876047E-003
  3.699121222248282E-003 -1.470364444474660E-003
  0.580078691949122       0.765545306526620       0.627767274606914     
  0.482107834107509       7.235697265827742E-003  6.257483537025282E-003
  3.036132735902863E-003 -1.995272592039396E-003
  0.618891607871825       0.816435779695723       0.628884020470694     
  0.453051888560207       7.798401801477636E-003  7.063536261276476E-003
  2.369129442860806E-003 -2.304072877730225E-003
  0.657709106835897       0.867320494166136       0.630374878876161     
  0.421241518793600       8.270569548421106E-003  7.715244746753202E-003
  1.761197128075348E-003 -2.403227793827864E-003
  0.696536973166745       0.918195105877341       0.632183018806948     
  0.392040335742192       8.571976655697826E-003  8.152653467568001E-003
  1.245374019000783E-003 -2.337106924464043E-003
  0.735380981565099       0.969055437653860       0.634252167115483     
  0.369875907849922       8.681443240103330E-003  8.361398896115216E-003
  8.623125321336609E-004 -2.170456709566971E-003
  0.774246652254747        1.01989754611275       0.636527228634665     
  0.358210141412052       8.623647695274156E-003  8.371466016640995E-003
  6.086991213550227E-004 -1.978722235204787E-003
  0.813139104991266        1.07071776483959       0.638954763102963     
  0.356001061199953       8.433521497488094E-003  8.222438632474681E-003
  4.570490798937225E-004 -1.818486712173066E-003
  0.852061651632066        1.12151370234955       0.641483914101113     
  0.364789594582583       8.267112142356856E-003  8.071176927661282E-003
  3.908133169149233E-004 -1.745998604814536E-003
  3.431845070168606E-004  0.000000000000000E+000  0.642494348408037     
   1.06156638691495       3.070230955511890E-004  5.548464531916992E-005
  1.032515378855449E-004  2.837670792391364E-004
  3.819356390851966E-002  5.163059971237376E-002  0.643987001364031     
  0.904238054347437       1.673304004093711E-003  9.119255462995899E-004
  1.300359509093131E-003  5.266908345825985E-004
  7.625508408067778E-002  0.103104015555924       0.644478260644239     
  0.776566691533178       2.595910243243605E-003  1.390968095663644E-003
  2.027076915304953E-003  8.336167748196307E-004
  0.114504659836591       0.154438549797541       0.644097087251639     
  0.632225014771277       3.343944450711493E-003  1.705655442292970E-003
